#FILE  SEQUENCE    START   END STRAND  GENE    COVERAGE    COVERAGE_MAP    GAPS    %COVERAGE   %IDENTITY   DATABASE    ACCESSION   PRODUCT RESISTANCE
nucleotide.fasta	DAAALG010000001.1	62339	63148	minus	Salm_cdtB	1-810/810	.	0	100.00	99.51	ResDB	AL513382.1	
nucleotide.fasta	DAAALG010000001.1	387106	387975	plus	hlyE	9-878/903	.	4	96.57	69.95	ResDB	AF052225.1	
nucleotide.fasta	DAAALG010000001.1	1003642	1004538	plus	nleB	97-987/990	.	36	92.12	65.46	ResDB	BA000007.3	
nucleotide.fasta	DAAALG010000001.1	401660	401988	minus	smfY	200-528/1473	.	2	22.40	70.30	ResDB	AB251607.1	EFFLUX
nucleotide.fasta	DAAALG010000001.1	298405	298595	minus	asr	1-197/309	.	6	63.75	75.64	ResDB	AP009048.1	
nucleotide.fasta	DAAALG010000001.1	451348	451650	plus	aac(6')_Yersi	122-428/432	.	6	71.30	70.45	ResDB	NG_052200.1	AMINOGLYCOSIDE
nucleotide.fasta	DAAALG010000001.1	991679	991875	plus	sdeB	1057-1253/3144	.	2	6.30	70.71	ResDB	AY168756.2	EFFLUX
nucleotide.fasta	DAAALG010000001.1	988746	988826	plus	sdeB	1220-1300/3144	.	0	2.58	76.54	ResDB	AY168756.2	EFFLUX
nucleotide.fasta	DAAALG010000001.1	1070054	1070164	minus	iha	381-491/2088	.	0	5.32	77.48	ResDB	GU725392.1	
nucleotide.fasta	DAAALG010000001.1	401969	402057	minus	amvA	125-213/1479	.	0	6.02	78.65	ResDB	FJ911554.1	EFFLUX
nucleotide.fasta	DAAALG010000001.1	63862	63942	plus	sepA	4015-4095/4095	.	0	1.98	80.25	ResDB	AB255435.1	
nucleotide.fasta	DAAALG010000001.1	81217	81296	plus	aadA21	79-158/792	.	0	10.10	80.00	ResDB	NG_047344.1	STREPTOMYCIN
nucleotide.fasta	DAAALG010000001.1	720677	720773	minus	astA	21-117/117	.	0	82.91	75.26	ResDB	AF161000.1	
nucleotide.fasta	DAAALG010000001.1	543689	543765	plus	srm(B)	109-185/1653	.	0	4.66	77.92	ResDB	NG_048076.1	MACROLIDE
nucleotide.fasta	DAAALG010000001.1	365173	365332	minus	rox	820-982/1422	.	7	11.60	68.48	ResDB	NG_052045.1	RIFAMPIN
nucleotide.fasta	DAAALG010000001.1	235468	235595	minus	hmrM	478-605/1395	.	0	9.18	70.31	ResDB	L42023.1	EFFLUX
nucleotide.fasta	DAAALG010000002.1	703910	706989	plus	acrF	1-3080/3105	.	6	99.29	79.11	ResDB	U00096.3	EFFLUX
nucleotide.fasta	DAAALG010000002.1	53988	56152	minus	iroN	1-2165/2175	.	6	99.68	79.66	ResDB	CP002824.1	
nucleotide.fasta	DAAALG010000002.1	53084	53906	plus	iroE	90-915/957	.	15	86.94	69.71	ResDB	CP001232.1	
nucleotide.fasta	DAAALG010000002.1	93613	94707	plus	farB	66-1157/1524	.	41	73.10	65.26	ResDB	AF132910.1	EFFLUX
nucleotide.fasta	DAAALG010000002.1	323190	323532	plus	ncrC	6-354/1131	.	6	30.86	70.77	ResDB	CP001919.1	COPPER/NICKEL
nucleotide.fasta	DAAALG010000002.1	323701	324061	plus	ncrC	751-1111/1131	.	0	31.92	69.81	ResDB	CP001919.1	COPPER/NICKEL
nucleotide.fasta	DAAALG010000002.1	136761	137492	plus	yfeA	154-885/969	.	30	77.09	65.73	ResDB	U50597.1	
nucleotide.fasta	DAAALG010000002.1	137612	138277	plus	yfeB	37-702/891	.	30	76.43	65.49	ResDB	U50597.1	
nucleotide.fasta	DAAALG010000002.1	703236	703816	plus	mexA	451-1034/1152	.	15	51.22	65.59	ResDB	L11616.1	EFFLUX
nucleotide.fasta	DAAALG010000002.1	702897	703060	plus	mexA	154-317/1152	.	0	14.24	72.56	ResDB	L11616.1	EFFLUX
nucleotide.fasta	DAAALG010000002.1	236171	236402	plus	papC	743-974/2511	.	4	9.32	67.95	ResDB	X61239.1	
nucleotide.fasta	DAAALG010000003.1	357809	359015	plus	mdtM	25-1231/1233	.	0	97.89	78.38	ResDB	U00096.3	EFFLUX
nucleotide.fasta	DAAALG010000003.1	620609	620791	plus	mcr-7.1	807-989/1620	.	4	11.42	70.81	ResDB	NG_056413.1	COLISTIN
nucleotide.fasta	DAAALG010000003.1	312089	312270	plus	car(A)	508-689/1656	.	8	11.23	69.89	ResDB	NG_047561.1	MACROLIDE
nucleotide.fasta	DAAALG010000003.1	620919	621234	plus	mcr-9.1	1123-1438/1620	.	8	19.75	66.25	ResDB	MK070339.1	COLISTIN
nucleotide.fasta	DAAALG010000003.1	621641	621735	plus	copR	220-314/684	.	0	13.89	73.68	ResDB	L05176.1	COPPER
nucleotide.fasta	DAAALG010000004.1	393883	397050	plus	mdsB	1-3168/3168	.	0	100.00	98.93	ResDB	AE006468.2	EFFLUX
nucleotide.fasta	DAAALG010000004.1	390095	392383	minus	golT	1-2289/2289	.	0	100.00	99.04	ResDB	AE006468.2	COPPER/GOLD
nucleotide.fasta	DAAALG010000004.1	232321	232553	plus	golT	1768-2000/2289	.	2	10.22	72.22	ResDB	AE006468.2	COPPER/GOLD
nucleotide.fasta	DAAALG010000004.1	231730	231785	plus	golT	1171-1226/2289	.	0	2.45	85.71	ResDB	AE006468.2	COPPER/GOLD
nucleotide.fasta	DAAALG010000004.1	258597	261739	plus	sdeY	1-3137/3156	.	30	99.97	76.99	ResDB	AB104882.1	EFFLUX
nucleotide.fasta	DAAALG010000004.1	392660	393886	plus	mdsA	1-1227/1227	.	0	100.00	98.78	ResDB	AE006468.2	EFFLUX
nucleotide.fasta	DAAALG010000004.1	270718	272446	minus	smdB	17-1745/1779	.	6	97.36	74.19	ResDB	AB360548.1	EFFLUX
nucleotide.fasta	DAAALG010000004.1	272464	274227	minus	smdA	1-1764/1776	.	8	99.55	73.30	ResDB	AB360548.1	EFFLUX
nucleotide.fasta	DAAALG010000004.1	389619	390083	minus	golS	1-465/465	.	0	100.00	99.14	ResDB	AE006468.2	GOLD
nucleotide.fasta	DAAALG010000004.1	175917	176654	plus	iroN	195-917/2175	.	39	34.48	67.73	ResDB	AP006726.1	
nucleotide.fasta	DAAALG010000004.1	428196	428547	minus	tet(34)	70-421/465	.	2	75.91	72.24	ResDB	NG_048129.1	TETRACYCLINE
nucleotide.fasta	DAAALG010000004.1	446422	447286	minus	afaC	457-1317/2583	.	32	34.03	65.53	ResDB	FM955458.1	
nucleotide.fasta	DAAALG010000004.1	257879	258451	plus	mexA	451-1026/1152	.	5	50.09	66.03	ResDB	L11616.1	EFFLUX
nucleotide.fasta	DAAALG010000004.1	192736	192933	minus	silA	2905-3129/3147	.	27	7.15	69.33	ResDB	AF067954.1	COPPER/SILVER
nucleotide.fasta	DAAALG010000004.1	397937	398265	plus	tbtM	835-1163/1431	.	4	23.13	68.28	ResDB	AF041464.1	EFFLUX
nucleotide.fasta	DAAALG010000004.1	203581	203759	minus	sfaF	2184-2362/2631	.	0	6.80	70.95	ResDB	CP011915.1	
nucleotide.fasta	DAAALG010000004.1	193118	193271	plus	silS	1238-1391/1476	.	0	10.43	72.08	ResDB	LT985229.1	COPPER/SILVER
nucleotide.fasta	DAAALG010000004.1	257543	257617	plus	emhA	154-228/1158	.	0	6.48	82.67	ResDB	CP000076.1	EFFLUX
nucleotide.fasta	DAAALG010000004.1	177264	177397	plus	iroN	1518-1651/2175	.	0	6.16	71.64	ResDB	CP002824.1	
nucleotide.fasta	DAAALG010000004.1	257075	257146	minus	mtrR	91-162/633	.	0	11.37	80.56	ResDB	CP001050.1	EFFLUX
nucleotide.fasta	DAAALG010000005.1	11516	12700	minus	emrD	1-1185/1185	.	2	100.00	84.06	ResDB	AP009048.1	EFFLUX
nucleotide.fasta	DAAALG010000005.1	87653	87927	minus	blaSPR-1	196-470/897	.	0	30.66	70.91	ResDB	NG_052102.1	CARBAPENEM
nucleotide.fasta	DAAALG010000006.1	97585	99777	plus	sinH	1-2193/2193	.	0	100.00	97.90	ResDB	AE006468.2	
nucleotide.fasta	DAAALG010000006.1	149088	150637	minus	sdeY	1-1550/3156	.	42	49.78	68.81	ResDB	AB104882.1	EFFLUX
nucleotide.fasta	DAAALG010000006.1	147548	148500	minus	sdeY	2141-3093/3156	.	26	30.61	71.33	ResDB	AB104882.1	EFFLUX
nucleotide.fasta	DAAALG010000006.1	400847	400933	plus	ole(B)	1188-1274/1710	.	0	5.09	75.86	ResDB	NG_048020.1	MACROLIDE
nucleotide.fasta	DAAALG010000007.1	95710	96864	plus	kdeA	1-1155/1233	.	8	94.00	79.03	ResDB	CP000647.1	EFFLUX
nucleotide.fasta	DAAALG010000007.1	254002	254193	minus	copR	145-339/684	.	5	28.65	69.90	ResDB	L05176.1	COPPER
nucleotide.fasta	DAAALG010000007.1	140703	140818	minus	astA	1-117/117	.	1	100.00	73.50	ResDB	AF411067.1	
nucleotide.fasta	DAAALG010000007.1	118479	118578	minus	tetAB_A	1322-1421/1542	.	0	6.49	73.00	ResDB	NG_051437.1	TETRACYCLINE
nucleotide.fasta	DAAALG010000008.1	70057	70937	plus	fieF	1-881/903	.	0	97.56	83.88	ResDB	AP009048.1	
nucleotide.fasta	DAAALG010000008.1	118652	119015	plus	katP	208-571/2211	.	0	16.46	69.50	ResDB	AB011549.2	
nucleotide.fasta	DAAALG010000008.1	119580	119745	plus	katP	1139-1304/2211	.	0	7.51	68.07	ResDB	AB011549.2	
nucleotide.fasta	DAAALG010000011.1	6034	6120	minus	ole(B)	1188-1274/1710	.	0	5.09	75.86	ResDB	NG_048020.1	MACROLIDE
nucleotide.fasta	DAAALG010000012.1	8958	9539	minus	terZ	1-582/582	.	0	100.00	99.66	ResDB	U59239.2	TELLURIUM
nucleotide.fasta	DAAALG010000012.1	6260	7300	minus	terC	1-1041/1041	.	0	100.00	80.21	ResDB	M20238.1	TELLURIUM
nucleotide.fasta	DAAALG010000012.1	16113	16580	plus	terW	1-468/468	.	0	100.00	98.93	ResDB	U49054.1	TELLURIUM
nucleotide.fasta	DAAALG010000012.1	5633	6211	minus	terD	1-579/579	.	0	100.00	85.32	ResDB	M20238.1	TELLURIUM
nucleotide.fasta	DAAALG010000012.1	4992	5565	minus	terE	1-574/576	.	2	99.83	82.26	ResDB	M20238.1	TELLURIUM
nucleotide.fasta	DAAALG010000012.1	7323	7778	minus	terB	1-456/456	.	0	100.00	79.39	ResDB	CP000965.1	TELLURIUM
nucleotide.fasta	DAAALG010000015.1	17818	18721	minus	nleB	84-987/990	.	18	92.22	68.13	ResDB	BA000007.3	
nucleotide.fasta	DAAALG010000017.1	13388	14179	minus	sul3	1-792/792	.	0	100.00	100.00	ResDB	NG_048120.1	SULFONAMIDE
nucleotide.fasta	DAAALG010000017.1	15940	16197	minus	mef(B)	973-1230/1230	.	0	20.98	100.00	ResDB	NG_047978.1	MACROLIDE
nucleotide.fasta	DAAALG010000019.1	4570	6264	plus	merA	1-1686/1686	.	37	100.00	80.52	ResDB	FJ948173.1	MERCURY
nucleotide.fasta	DAAALG010000019.1	329	1144	minus	sul2	1-816/816	.	0	100.00	100.00	ResDB	NG_051852.1	SULFONAMIDE
nucleotide.fasta	DAAALG010000019.1	4096	4518	plus	merC	1-423/423	.	0	100.00	100.00	ResDB	AF071413.3	ORGANOMERCURY
nucleotide.fasta	DAAALG010000019.1	3421	3771	plus	merT	1-351/351	.	0	100.00	100.00	ResDB	K03089.1	MERCURY
